,Player,Squad,Salary.2021,Salary 2022,Salary 2023,Salary 2024,Salary 2025,Salary 2026,Salary 2027,Salary 2028,Salary 2029,Salary 2030,Salary 2031
224,t.nagujja,Solemn Cougars,21540000,22270000,22570000,22500000,22240000,22350000,22290000,22340000,22540000,22330000,22410000
225,f.omara,Solemn Cougars,21500000,22350000,22110000,22500000,22440000,22330000,22440000,22230000,22530000,22460000,22200000
226,y.deng,Solemn Cougars,25330000,26440000,26310000,26440000,26190000,26540000,26460000,26150000,26280000,26220000,26270000
227,d.tawiah,Solemn Cougars,11620000,11620000,11620000,11620000,11620000,11620000,11620000,11620000,11620000,11620000,11620000
228,c.mwesige,Solemn Cougars,29350000,30380000,30440000,30710000,30430000,30530000,31150000,29350000,29350000,29350000,29350000
229,l.musoki,Solemn Cougars,27430000,28440000,28530000,29110000,27430000,27430000,27430000,27430000,27430000,27430000,27430000
230,v.mudondo,Solemn Cougars,32680000,34110000,33790000,34240000,34130000,33740000,33900000,33820000,33890000,34200000,33880000
231,h.mubaiwa,Solemn Cougars,1580000,1650000,1640000,1640000,1680000,1580000,1580000,1580000,1580000,1580000,1580000
232,i.nyamande,Solemn Cougars,37280000,38720000,38910000,38540000,39060000,38940000,38490000,38680000,38580000,38660000,39010000
233,x.joly,Solemn Cougars,38050000,39720000,39520000,39710000,39340000,39870000,39740000,39280000,39480000,39380000,39460000
234,r.schubert,Solemn Cougars,21980000,22600000,23010000,22940000,22830000,22940000,22730000,23030000,22960000,22690000,22800000
235,o.nabirye,Solemn Cougars,10920000,11270000,11330000,11300000,11320000,11430000,11320000,11360000,11590000,10920000,10920000
236,q.annan,Solemn Cougars,17530000,18340000,18220000,18030000,18350000,18300000,18210000,18290000,18120000,18370000,18310000
237,t.binmohamed,Solemn Cougars,15990000,16690000,16610000,16690000,16530000,16750000,16700000,16510000,16590000,16550000,16580000
238,c.kawooya,Solemn Cougars,32300000,33550000,33710000,33400000,33840000,33740000,33350000,33510000,33430000,33500000,33800000
239,f.mtambo,Solemn Cougars,36830000,38470000,38020000,38210000,38120000,38190000,38540000,38180000,38310000,39090000,36830000
240,w.torok,Solemn Cougars,31290000,32500000,32660000,32350000,32780000,32680000,32300000,32460000,32380000,32450000,32740000
241,o.bintimohamad,Somber Bombers,13730000,14170000,14240000,14210000,14240000,14370000,14230000,14280000,14570000,13730000,13730000
242,p.ferri,Somber Bombers,22930000,23940000,23820000,23930000,23710000,24020000,23950000,23670000,23790000,23730000,23780000
243,y.phe,Somber Bombers,18870000,19570000,19740000,19560000,19630000,20030000,18870000,18870000,18870000,18870000,18870000
244,v.abiria,Somber Bombers,22160000,23220000,23150000,22880000,22990000,22930000,22980000,23190000,22970000,23050000,23520000
245,x.heikkila,Somber Bombers,16010000,16770000,16720000,16530000,16610000,16570000,16600000,16750000,16600000,16650000,16990000
246,i.amoah,Somber Bombers,10970000,11460000,11330000,11380000,11350000,11380000,11480000,11370000,11410000,11640000,10970000
247,f.kollar,Somber Bombers,32440000,33570000,33640000,33940000,33630000,33740000,34430000,32440000,32440000,32440000,32440000
248,k.najjuma,Somber Bombers,24690000,25550000,25600000,25830000,25600000,25680000,26210000,24690000,24690000,24690000,24690000
249,s.mbewe,Somber Bombers,14050000,14530000,14720000,14670000,14510000,14580000,14540000,14570000,14700000,14570000,14620000
250,b.maturu,Somber Bombers,22370000,23090000,23210000,23150000,23200000,23410000,23190000,23270000,23740000,22370000,22370000
251,d.athieno,Somber Bombers,23810000,24690000,24910000,24680000,24770000,25270000,23810000,23810000,23810000,23810000,23810000
252,h.mafabi,Somber Bombers,20050000,20820000,20920000,20730000,21010000,20940000,20700000,20800000,20750000,20790000,20980000
253,r.dewit,Somber Bombers,26680000,27710000,27840000,27580000,27950000,27870000,27540000,27680000,27610000,27670000,27920000
254,r.wambi,Somber Bombers,29920000,31040000,30970000,31030000,31310000,31020000,31120000,31760000,29920000,29920000,29920000
255,p.johansson,Somber Bombers,23110000,23980000,23920000,23970000,24180000,23960000,24040000,24530000,23110000,23110000,23110000
256,n.kozowski,Somber Bombers,7960000,8250000,8330000,8280000,8190000,8330000,8310000,8270000,8310000,8230000,8340000
257,a.nassanga,Somber Bombers,22780000,23520000,23630000,23580000,23620000,23840000,23620000,23700000,24180000,22780000,22780000
258,m.ferrara,Somber Bombers,16770000,17510000,17420000,17500000,17340000,17570000,17520000,17310000,17400000,17360000,17390000
259,y.ferrara,Somber Bombers,34120000,35090000,35710000,35620000,35440000,35610000,35280000,35750000,35640000,35230000,35400000
260,z.yosef,Somber Bombers,12040000,12380000,12600000,12570000,12510000,12570000,12450000,12610000,12580000,12430000,12490000
261,t.achan,Somber Bombers,23300000,24060000,24170000,24110000,24160000,24380000,24160000,24240000,24730000,23300000,23300000
262,c.kavis,Somber Bombers,27790000,28730000,29120000,29030000,28690000,28830000,28760000,28820000,29080000,28810000,28910000
263,j.ptersons,Somber Bombers,24490000,25660000,25580000,25280000,25410000,25350000,25400000,25630000,25390000,25480000,25990000
264,o.magi,Stacked Rocks,26170000,27330000,27020000,27150000,27080000,27140000,27380000,27130000,27220000,27780000,26170000
265,k.mpofu,Stacked Rocks,30790000,31980000,32130000,31830000,32260000,32160000,31790000,31940000,31870000,31930000,32220000
266,a.janssen,Stacked Rocks,19030000,19920000,19870000,19770000,19860000,19680000,19940000,19880000,19650000,19740000,19700000
267,d.nishimura,Stacked Rocks,20550000,21530000,21460000,21220000,21320000,21270000,21310000,21500000,21300000,21380000,21810000
268,e.koc,Stacked Rocks,14050000,14510000,14580000,14540000,14570000,14700000,14570000,14620000,14910000,14050000,14050000
269,c.bai,Stacked Rocks,14830000,15480000,15330000,15540000,15490000,15310000,15390000,15350000,15380000,15520000,15370000
270,c.kadosh,Stacked Rocks,33020000,34090000,34260000,34170000,34240000,34550000,34230000,34350000,35050000,33020000,33020000
271,p.musiime,Stacked Rocks,26930000,27840000,28220000,28130000,27800000,27940000,27870000,27930000,28180000,27920000,28010000
272,j.hakim,Stacked Rocks,9770000,10280000,10130000,10220000,10160000,10050000,10230000,10200000,10150000,10200000,10100000
273,l.kyalisiima,Stacked Rocks,19220000,20060000,19960000,20060000,19870000,20140000,20070000,19840000,19940000,19890000,19930000
274,d.namugerwa,Stacked Rocks,29860000,30830000,30980000,30900000,30970000,31240000,30960000,31060000,31690000,29860000,29860000
275,c.guerrero,Stacked Rocks,33230000,34710000,34310000,34480000,34390000,34460000,34770000,34450000,34570000,35270000,33230000
276,w.nasiru,Stacked Rocks,22410000,23230000,23310000,23790000,22410000,22410000,22410000,22410000,22410000,22410000,22410000
277,g.magnusson,Stacked Rocks,23890000,24810000,24930000,24700000,25030000,24950000,24660000,24790000,24730000,24770000,2.5e+07
278,h.ruiz,Stacked Rocks,25380000,26490000,26240000,26590000,26510000,26200000,26330000,26270000,26320000,26560000,26310000
279,i.nayak,Stacked Rocks,12860000,13420000,13300000,13470000,13430000,13280000,13340000,13310000,13340000,13460000,13330000
280,v.alvarez,Stacked Rocks,27580000,28780000,28520000,28900000,28810000,28470000,28610000,28540000,28600000,28860000,28590000
281,j.tse,Swift Musketeers,14990000,15680000,15580000,15420000,15690000,15650000,15570000,15640000,15500000,15710000,15660000
282,k.ferrari,Swift Musketeers,15610000,16340000,16300000,16210000,16290000,16140000,16350000,16300000,16120000,16200000,16160000
283,f.fujihara,Swift Musketeers,20700000,21500000,21600000,21400000,21690000,21620000,21370000,21480000,21420000,21470000,21660000
284,j.ssempijja,Swift Musketeers,15840000,16600000,16540000,16350000,16430000,16390000,16430000,16570000,16420000,16480000,16810000
285,p.byamukama,Swift Musketeers,18330000,18970000,19010000,19180000,1.9e+07,19070000,19460000,18330000,18330000,18330000,18330000
286,q.tiko,Swift Musketeers,12270000,12620000,12840000,12810000,12740000,12810000,12690000,12860000,12820000,12670000,12730000
287,w.alves,Swift Musketeers,12900000,13410000,13270000,13500000,13470000,13400000,13460000,13340000,13520000,13470000,13320000
288,e.kuhn,Swift Musketeers,24300000,25430000,25370000,25240000,25360000,25120000,25460000,25380000,25090000,25210000,25150000
289,c.joly,Swift Musketeers,1.8e+07,18840000,18790000,18700000,18790000,18610000,18860000,18800000,18580000,18670000,18630000
290,t.acom,Swift Musketeers,33590000,34680000,34850000,34760000,34830000,35150000,34820000,34940000,35650000,33590000,33590000
291,f.siddiqui,Swift Musketeers,26220000,26960000,27440000,27370000,27230000,27360000,27110000,27470000,27390000,27070000,27200000
292,s.sarpong,Swift Musketeers,26170000,27130000,27220000,27780000,26170000,26170000,26170000,26170000,26170000,26170000,26170000
293,d.tukamuhebwa,Swift Musketeers,22990000,24060000,2.4e+07,23880000,23990000,23770000,24090000,24010000,23730000,23850000,23790000
294,f.ribeiro,Swift Musketeers,25830000,26730000,26790000,27030000,26780000,26870000,27420000,25830000,25830000,25830000,25830000
295,s.aslan,Swift Musketeers,21840000,22850000,22640000,22720000,23180000,21840000,21840000,21840000,21840000,21840000,21840000
296,f.kabanda,Swift Musketeers,19880000,20810000,20750000,20650000,20750000,20550000,20830000,20760000,20520000,20630000,20580000
297,v.nakayima,Swift Musketeers,17210000,17770000,17860000,17810000,17850000,18010000,17840000,17900000,18270000,17210000,17210000
298,a.avako,Swift Musketeers,32070000,33160000,33600000,33500000,33110000,33270000,33190000,33260000,33560000,33250000,33360000
299,b.supriatna,Swift Musketeers,10470000,10950000,10880000,10770000,10960000,10930000,10870000,10930000,10820000,10970000,10940000
300,g.abbas,Swift Musketeers,36720000,38330000,38140000,38320000,37960000,38470000,38350000,37910000,38100000,3.8e+07,38080000
301,n.nyesiga,Swift Musketeers,13350000,13730000,13970000,13940000,13870000,13930000,13800000,13990000,13940000,13780000,13850000
302,z.alupo,Swift Musketeers,22590000,23630000,23480000,23230000,23640000,23580000,23460000,23580000,23360000,23670000,23590000
303,a.logose,Swift Musketeers,21650000,22380000,22680000,22610000,22350000,22460000,22410000,22450000,22650000,22440000,22520000
304,c.namutebi,Swift Musketeers,28860000,29930000,30200000,29920000,30020000,30630000,28860000,28860000,28860000,28860000,28860000
305,r.jacobs,Swift Musketeers,25210000,26410000,26330000,26030000,26150000,26090000,26140000,26380000,26140000,26220000,26760000
306,c.danquah,Weak Tornadoes,15800000,16490000,16340000,16550000,16500000,16310000,16390000,16350000,16390000,16530000,16380000
307,j.tsan,Weak Tornadoes,11750000,12310000,12270000,12130000,12190000,12160000,12190000,12290000,12180000,12220000,12470000
308,z.kituyi,Weak Tornadoes,12790000,13150000,13390000,13350000,13280000,13350000,13220000,13400000,13360000,13200000,13270000
309,d.mo,Weak Tornadoes,3330000,3450000,3450000,3480000,3450000,3460000,3530000,3330000,3330000,3330000,3330000
310,s.wafula,Weak Tornadoes,8410000,8780000,8730000,8780000,8700000,8810000,8780000,8680000,8730000,8700000,8720000
311,h.byamugisha,Weak Tornadoes,15270000,15860000,15940000,15790000,1.6e+07,15950000,15760000,15840000,15800000,15840000,15980000
312,h.makoni,Weak Tornadoes,11650000,12160000,12100000,12160000,12040000,12210000,12170000,12030000,12090000,12060000,12080000
313,t.teo,Weak Tornadoes,11170000,11690000,11580000,11620000,11860000,11170000,11170000,11170000,11170000,11170000,11170000
314,g.cossa,Weak Tornadoes,10910000,11420000,11310000,11350000,11580000,10910000,10910000,10910000,10910000,10910000,10910000
315,s.rahmani,Weak Tornadoes,15810000,16320000,16400000,16360000,16400000,16540000,16390000,16450000,16780000,15810000,15810000
316,x.emmanuel,Weak Tornadoes,18070000,18930000,18870000,18660000,18750000,18700000,18740000,18910000,18730000,18800000,19180000
317,e.saka,Weak Tornadoes,28110000,29060000,29450000,29360000,29020000,29160000,29090000,29150000,29410000,29140000,29240000
318,f.namajja,Weak Tornadoes,25300000,26160000,26510000,26420000,26120000,26250000,26180000,26240000,26470000,26230000,26320000
319,x.vtols,Weak Tornadoes,34230000,35860000,35750000,35340000,35510000,35430000,35500000,35820000,35490000,35610000,36330000
320,m.iqbal,Weak Tornadoes,22670000,23400000,23520000,23460000,23510000,23720000,23500000,23580000,24060000,22670000,22670000
321,l.barman,Weak Tornadoes,24850000,25940000,25810000,25930000,25690000,26040000,25950000,25660000,25780000,25720000,25770000
322,u.atugonza,Weak Tornadoes,30250000,31660000,31580000,31420000,31570000,31280000,31690000,31590000,31230000,31380000,31310000
323,n.kyohirwe,Weak Tornadoes,23590000,24640000,24350000,24470000,24410000,24460000,24680000,24460000,24540000,25040000,23590000
324,e.bintiismail,Weak Tornadoes,10840000,11260000,11310000,11210000,11360000,11320000,11190000,11250000,11220000,11240000,11340000
325,g.namugere,Weak Tornadoes,21910000,22870000,22650000,22960000,22880000,22620000,22730000,22680000,22720000,22930000,22710000
326,m.amsalem,Weak Tornadoes,17020000,17830000,17780000,17570000,17660000,17620000,17650000,17810000,17640000,17700000,18060000
327,a.karlsson,Weak Tornadoes,20670000,21440000,21390000,21440000,21630000,21430000,21500000,21940000,20670000,20670000,20670000
328,l.kawuma,Weak Tornadoes,21250000,22070000,22180000,21970000,22260000,22190000,21940000,22050000,21990000,22040000,22240000
329,v.alharbi,Weak Tornadoes,15420000,15940000,16160000,16110000,15920000,1.6e+07,15960000,15990000,16130000,15990000,16040000
330,f.hughes,Weak Tornadoes,30210000,31550000,31190000,31340000,31270000,31330000,31610000,31320000,31430000,32060000,30210000
331,j.wan,Weak Tornadoes,22490000,23470000,23250000,23560000,23490000,23220000,23330000,23280000,23320000,23530000,23320000
332,u.alshehri,Weak Tornadoes,33630000,34860000,35180000,34960000,34580000,35200000,35110000,34930000,35100000,34770000,35240000
333,a.andama,Flawless Cows,17220000,17710000,18020000,17980000,17890000,17970000,17800000,18040000,17990000,17780000,17870000
334,y.nassuuna,Flawless Cows,18880000,19700000,19520000,19780000,19720000,19490000,19590000,19540000,19580000,19760000,19570000
335,j.kyarisiima,Flawless Cows,15310000,16020000,15980000,15900000,15980000,15830000,16040000,15990000,15810000,15880000,15850000
336,o.takeda,Flawless Cows,27650000,28660000,28930000,28750000,28430000,28940000,28860000,28720000,28860000,28590000,28970000
337,v.mhlanga,Flawless Cows,21630000,22590000,22330000,22440000,22390000,22430000,22630000,22420000,22500000,22960000,21630000
338,j.kawano,Flawless Cows,17530000,18210000,18290000,18120000,18370000,18310000,18100000,18190000,18140000,18180000,18340000
339,d.mabhena,Flawless Cows,21260000,22210000,21950000,22060000,2.2e+07,22050000,22250000,22040000,22120000,22560000,21260000
340,f.yunusa,Flawless Cows,18150000,19020000,18960000,18740000,18830000,18780000,18820000,18990000,18820000,18880000,19260000
341,t.jabarin,Flawless Cows,12080000,12640000,12560000,12420000,12640000,12610000,12550000,12610000,12490000,12660000,12620000
342,z.basile,Flawless Cows,33730000,35290000,35070000,34690000,35300000,35210000,35030000,35200000,34870000,35340000,35230000
343,b.zheng,Flawless Cows,37660000,39330000,38880000,39070000,38980000,39050000,39410000,39040000,39170000,39970000,37660000
344,y.mutema,Flawless Cows,1200000,1250000,1240000,1240000,1240000,1240000,1260000,1240000,1250000,1270000,1200000
345,j.lysenko,Flawless Cows,34620000,35600000,36240000,36140000,35960000,36130000,35790000,36270000,36160000,35740000,35920000
346,y.manuel,Flawless Cows,10890000,11290000,11390000,11320000,11200000,11400000,11370000,11310000,11370000,11260000,11410000
347,c.asiku,Flawless Cows,22900000,23810000,23550000,23970000,23910000,23780000,23900000,23680000,23990000,23920000,23640000
348,b.obonyo,Flawless Cows,32320000,33820000,33510000,33620000,34300000,32320000,32320000,32320000,32320000,32320000,32320000
349,y.kyosiimire,Flawless Cows,14410000,15100000,15050000,14880000,14950000,14910000,14940000,15080000,14940000,14990000,15290000
350,x.driscoll,Flawless Cows,22110000,22740000,23140000,23080000,22960000,23070000,22860000,23170000,23090000,22830000,22940000
351,p.addae,Flawless Cows,13170000,13650000,13700000,13980000,13170000,13170000,13170000,13170000,13170000,13170000,13170000
352,a.fekete,Flawless Cows,7380000,7650000,7720000,7670000,7590000,7720000,7700000,7670000,7700000,7630000,7730000
353,d.muhammad,Flawless Cows,34050000,35240000,35310000,35630000,35300000,35420000,36140000,34050000,34050000,34050000,34050000
354,i.ndoro,Flawless Cows,5700000,5910000,5960000,5930000,5860000,5970000,5950000,5920000,5950000,5890000,5970000
