,Player,Age,FW,MF,DF,GK,Salary
569,l.wenene,24,0,0,1,0,1592553.385
570,n.nakacwa,24,1,0,1,0,5252619.82
571,q.mutabazi,21,1,0,0,0,9177442.863
572,o.ghanbari,22,1,0,0,0,1834652.621
573,q.nampijja,17,1,0,0,0,7532491.221
574,c.nafuna,22,1,1,0,0,8708024.785
575,e.cortez,22,1,1,0,0,9022450.079
576,h.simanjuntak,20,1,1,0,0,5249946.93
577,t.peng,20,1,1,0,0,7234081.363
578,n.grgi,22,1,1,0,0,6357081.262
579,n.lee,28,1,1,0,0,9743920.014
580,v.nabbosa,21,1,1,0,0,9660125.626
581,e.muwanguzi,24,1,1,0,0,3023772.41
582,j.matambo,22,0,0,0,1,3356279.983
583,k.adero,23,0,0,0,1,7829285.967
584,t.makaza,28,0,1,0,0,7306649.374
585,k.akullu,28,0,1,0,0,3490773.909
586,h.rees,23,0,1,0,0,7061484.584
587,e.ayerango,24,0,1,0,0,3093308.317
588,q.pettersson,35,0,1,0,0,390498.5391
589,r.rusere,21,0,1,0,0,8432503.105
590,x.opira,17,1,1,0,0,2092513.583
591,n.kayemba,34,0,0,1,0,6413478.744
592,j.arach,25,0,0,1,0,770569.2722
593,q.basemera,35,0,0,1,0,7323584.588
594,t.gayakwad,25,0,0,1,0,6655207.633
595,k.nambi,21,0,0,1,0,3898098.608
596,m.namale,28,0,0,1,0,4560368.771
597,b.kaweesa,29,0,0,1,0,6008387.543
598,r.arineitwe,23,0,0,1,0,7958807.21
599,d.ochan,26,1,0,0,0,9844197.037
600,f.chiumia,23,1,0,0,0,2768543.428
601,r.ibrahimovi,21,1,0,0,0,3174981.398
602,b.moss,25,1,0,0,0,8018176.493
603,i.yoshida,23,1,0,0,0,9538497.109
604,p.martin,17,1,0,0,0,9045438.161
605,a.maganda,25,1,1,0,0,6500760.505
606,t.dehghan,24,1,1,0,0,4925799.239
607,k.tukamushaba,23,1,1,0,0,6442272.173
608,k.boyer,27,1,1,0,0,1517699.637
609,q.balodis,24,1,1,0,0,6109540.526
610,y.campbell,32,0,0,0,1,3904828.819
611,m.tetteh,26,0,1,0,0,3204300.46
612,e.daan,22,0,1,0,0,6776443.809
613,g.jee,25,0,1,0,0,5880663.988
614,p.giramia,28,0,1,0,0,5799251.068
615,x.santoso,36,0,1,0,0,9187802.76
616,l.gutierrez,21,1,1,0,0,8934713.216
617,e.kunihira,28,1,1,0,0,9664835.772
618,k.weiss,22,0,0,1,0,5074756.798
619,f.binishak,31,0,0,1,0,694898.6326
620,f.turunen,22,0,0,1,0,3346998.453
621,k.amer,21,0,0,1,0,399302.0692
622,k.ber,18,0,0,1,0,7466071.335
623,s.aisyah,22,0,0,1,0,8597881.522
624,c.namanda,35,0,0,1,0,4349216.803
625,y.koay,27,0,0,1,0,2999626.951
626,u.lindberg,22,0,1,1,0,5326806.122
627,q.mangwiro,24,1,0,0,0,2605021.517
628,u.mustapha,18,1,0,0,0,922180.9885
629,u.cardoso,23,1,0,0,0,9836903.43
630,h.sugiyama,25,1,1,0,0,2281676.211
631,q.awekonimungu,23,1,1,0,0,5104949.864
632,e.wibowo,27,0,0,0,1,191175.1963
633,b.ochieng,35,0,0,0,1,594473.801
634,g.nakisuyi,23,0,1,0,0,4274550.726
635,f.bello,25,0,1,0,0,7416166.515
636,i.salminen,16,0,1,0,0,9069723.534
637,l.akulu,18,0,1,0,0,8547828.613
638,m.jha,29,0,1,0,0,5225425.817
639,y.ademovi,30,0,1,0,0,4004456.082
640,y.zia,28,0,1,0,0,4682702.463
641,m.sharabi,20,0,1,1,0,6328758.335
642,d.kakande,26,1,1,0,0,46016.31715
643,q.ajiko,22,1,1,0,0,6522438.222
644,x.ssemakula,21,0,0,1,0,8798388.817
645,a.nakiranda,18,0,0,1,0,3200277.768
646,e.fernando,27,0,0,1,0,3586450.595
647,e.schmitz,20,0,0,1,0,7514171.685
648,m.begu,18,0,0,1,0,1321219.533
649,u.chen,34,0,0,1,0,6537548.394
650,v.nyiramugisha,33,0,0,1,0,9660185.615
651,l.rostami,26,0,0,1,0,7203519.793
652,s.agustina,28,0,0,1,0,6361139.794
653,i.norouzi,23,0,0,1,0,2938532.169
654,k.guerra,19,1,0,0,0,6051209.508
655,p.kamya,26,1,0,0,0,8368369.221
656,t.amutuhaire,21,1,0,0,0,8431191.827
657,a.kyohirwe,19,1,0,0,0,2583461.57
658,d.dumitru,24,1,0,1,0,5626684.422
659,u.madondo,22,1,0,1,0,6910697.661
660,i.okada,32,1,1,0,0,9538512.1
661,h.winkler,28,1,1,0,0,3901146.555
662,v.gallo,28,1,1,0,0,5144147.752
663,d.fuchs,32,0,0,0,1,7867833.732
664,h.kamal,33,0,0,0,1,1113543.722
665,i.sano,17,0,0,0,1,5391335.266
666,b.guillot,25,0,1,0,0,1593001.537
667,v.ezra,21,0,1,0,0,4431359.707
668,g.avraham,21,0,1,0,0,4515891.562
669,h.nsungwa,20,0,1,0,0,2226786.534
670,j.martinelli,33,0,1,0,0,9907560.018
671,n.opolot,17,0,1,0,0,417538.245
672,n.oyama,29,0,1,1,0,1691324.07
673,c.nankya,18,1,1,0,0,8877635.194
674,h.munetsi,29,1,1,0,0,301851.043
675,i.maes,26,0,0,1,0,1445246.24
676,e.ilukol,23,0,0,1,0,3986424.807
677,f.olinga,27,0,0,1,0,8149879.724
678,m.ruggiero,23,0,0,1,0,6550843.88
679,l.masaba,32,0,0,1,0,8926899.011
680,t.dadzie,30,0,0,1,0,1832047.445
681,r.dumont,24,0,0,1,0,813973.1793
682,e.ooi,21,0,1,1,0,5295081.777
683,d.tshuma,24,1,0,0,0,6449155.486
684,e.okonkwo,19,1,0,0,0,456281.4297
685,s.moss,25,1,0,0,0,3065871.242
686,x.kwesiga,20,1,0,0,0,822564.7976
687,h.amponsah,26,1,0,0,0,820551.9123
688,a.salazar,22,1,0,0,0,2632454.853
689,k.olsen,18,1,0,0,0,4311567.821
690,v.nakibuule,24,1,1,0,0,2895443.888
691,m.natumanya,30,0,0,0,1,2111429.909
692,r.rizzi,31,0,0,0,1,1319614.84
693,f.evans,22,0,1,0,0,7374703.975
694,q.kaseke,23,0,1,0,0,7147986.736
695,a.nwachukwu,23,0,1,0,0,7798518.838
696,p.oravec,28,0,1,0,0,3482218.954
697,q.chean,34,0,1,0,0,5149440.522
698,e.ueda,25,1,1,0,0,5215468.975
699,d.jansson,21,0,0,1,0,3528281.211
700,s.nalugwa,32,0,0,1,0,334650.0133
701,w.muchenje,23,0,0,1,0,2693812.429
702,m.ma,18,0,0,1,0,8888906.045
703,x.mostafa,30,0,0,1,0,4410707.051
704,j.kinoshita,31,0,0,1,0,6725140.05
705,h.naluyima,24,0,0,1,0,361248.7723
706,h.lefebvre,24,0,0,1,0,5160443.303
707,u.utomo,18,1,0,0,0,7121507.678
708,t.tindyebwa,30,1,0,0,0,9852548.336
709,a.uy,21,1,1,0,0,676051.8468
710,o.martini,23,1,1,0,0,6096322.686
711,a.nakalyango,24,1,1,0,0,761190.5748
712,v.arnold,25,0,0,0,1,9599582.575
713,x.adikini,24,0,0,0,1,2010826.623
714,b.binawang,25,0,1,0,0,4770275.214
715,f.awino,27,0,1,0,0,8145584.133
716,k.birungi,18,0,1,0,0,5395343.928
717,p.otto,29,0,1,0,0,1768257.916
718,v.tong,39,0,1,0,0,333591.766
719,w.mugisha,27,0,1,0,0,1124102.72
720,t.owiny,24,0,1,0,0,8671122.006
721,b.nakabugo,31,0,1,1,0,7074223.991
722,j.kirabo,33,1,1,0,0,7521569.296
723,s.oroma,20,1,1,0,0,4250299.581
724,v.nagawa,20,1,1,0,0,6629612.472
725,d.tkachenko,21,1,1,0,0,3443133.651
726,n.olinga,21,1,1,0,0,5208665.55
727,f.hubert,25,0,0,1,0,3344260.005
728,r.mutumba,20,0,0,1,0,8723665.799
729,m.tseu,22,0,0,1,0,768450.5756
730,a.pena,29,0,0,1,0,4307920.953
731,p.chi,29,0,0,1,0,3228402.482
732,f.baguma,27,1,0,1,0,8673087.118
733,f.kobugabe,19,0,1,1,0,4667459.475
734,j.ginting,17,0,1,1,0,3775142.129
735,c.omar,29,1,0,0,0,5171271.639
736,q.okiror,32,1,0,0,0,7322586.322
737,s.abdullahi,26,1,0,0,0,7697646.296
738,p.jackson,29,1,0,0,0,9306743.883
739,t.marques,18,1,1,0,0,132198.5164
740,f.schafer,23,1,1,0,0,1907963.688
741,a.mbusa,34,0,0,0,1,224255.8498
742,n.tumwesigye,36,0,0,0,1,1665820.425
743,a.odaga,29,0,1,0,0,1058888.083
744,k.makaza,24,0,1,0,0,9225999.228
745,l.ayebale,21,0,1,0,0,4623076.663
746,q.ruzvidzo,24,0,1,0,0,3697378.553
747,l.hall,32,0,1,0,0,7359407.961
748,z.heinonen,21,1,1,0,0,6068235.832
749,k.baumann,24,1,1,0,0,3076638.218
750,m.chavula,30,0,0,1,0,5642373.933
751,w.aciro,27,0,0,1,0,6127914.727
752,i.nabatanzi,35,0,0,1,0,5420384.136
753,p.nahabwe,19,0,0,1,0,2455564.03
754,s.chided,21,0,0,1,0,8517105.32
755,s.lamptey,19,0,0,1,0,2701529.535
756,m.nagudi,25,0,0,1,0,6965352.902
757,l.james,22,0,0,1,0,7071198.971
758,s.zupan,32,1,0,0,0,3360704.757
759,k.sekh,20,1,0,0,0,875945.9135
760,e.tumukunde,23,1,1,0,0,2333044.459
761,l.aguilar,23,1,1,0,0,1235979.341
762,i.kumari,24,0,0,0,1,6012250.79
763,k.wee,19,0,1,0,0,1322751.103
764,g.kyamanywa,19,0,1,0,0,4827119.639
765,e.longwe,20,0,1,0,0,8671243.951
766,g.jesus,28,0,1,0,0,71776.91655
767,k.gao,24,0,1,0,0,389936.7562
768,b.lu,22,0,1,0,0,5227557.594
769,q.nikoli,19,0,1,0,0,4804704.794
770,e.teixeira,19,0,1,0,0,4215759.887
771,k.guillaume,21,1,1,0,0,5353089.361
772,x.durand,21,1,1,0,0,8049364.31
773,z.perrin,31,1,1,0,0,2386338.988
774,k.koppel,22,1,1,0,0,5810540.797
775,g.asiedu,31,0,0,1,0,378827.1472
776,l.hasegawa,27,0,0,1,0,9851264.371
777,n.agyapong,21,0,0,1,0,2679068.998
778,r.horvat,20,0,0,1,0,5705422.813
779,s.binosman,20,0,0,1,0,5380155.259
780,k.nakku,23,0,0,1,0,3188748.473
781,g.suad,27,0,0,1,0,2581554.789
782,i.nantale,29,0,0,1,0,9422659.187
783,e.nelima,28,0,0,1,0,6307787.445
784,j.ferri,27,0,0,1,0,6058790.812
785,k.balogun,22,1,0,1,0,8130704.244
786,y.dbrowski,29,0,1,1,0,8044872.085
787,k.macuacua,23,1,0,0,0,3135113.847
788,h.sentongo,27,1,0,0,0,1824713.07
789,o.cheah,27,1,0,1,0,6981675.575
790,b.roche,25,1,1,0,0,7072748.293
791,f.kyoshabire,20,1,1,0,0,4005835.934
792,h.pang,21,1,1,0,0,7812101.375
793,e.lund,24,1,1,0,0,1727448.284
794,o.tio,25,1,1,0,0,2033894.836
795,r.mkandla,27,1,1,0,0,6867005.377
796,o.burgos,20,0,0,0,1,5104119.535
797,e.liepis,31,0,0,0,1,3241771.03
798,g.albrecht,22,0,1,0,0,8523686.355
799,p.lo,25,0,1,0,0,535863.3345
800,q.ruzvidzo,24,0,1,0,0,4005041.956
801,b.apio,26,0,1,0,0,891516.6166
802,l.mirzaei,20,1,1,0,0,136048.2171
803,e.fujiwara,25,1,1,0,0,6647891.127
804,h.romero,22,0,0,1,0,6723563.857
805,a.schmidt,26,0,0,1,0,2014692.08
806,d.tweheyo,18,0,0,1,0,3828366.687
807,y.meyer,31,0,0,1,0,5441343.058
808,o.bosnjak,25,0,0,1,0,9149561.573
809,n.gumbo,18,0,0,1,0,6904294.778
810,o.ninsiima,24,1,0,1,0,484631.7013
811,s.jalali,22,0,1,1,0,3466438.827
812,l.fung,22,0,1,1,0,1897856.703
813,l.chifamba,26,0,1,1,0,8368749.013
814,q.mukasa,18,1,0,0,0,3072576.36
815,e.nankunda,22,1,0,0,0,1439801.853
816,f.mapfumo,19,1,0,0,0,5297523.056
817,l.castro,28,1,0,0,0,780653.0919
818,m.mubangizi,23,1,0,0,0,1474006.854
819,h.mubaiwa,31,1,0,0,0,7042882.974
820,v.smits,24,1,1,0,0,2583330.399
821,f.monday,29,1,1,0,0,431486.8341
822,z.pinto,22,1,1,0,0,8086289.472
823,q.permana,28,0,0,0,1,8536421.316
824,c.langa,19,0,1,0,0,6965340.763
825,f.perrin,20,0,1,0,0,1304513.947
826,i.brown,24,0,1,0,0,9460319.748
827,l.prasad,23,0,1,0,0,1319302.409
828,d.kemigisa,30,0,1,0,0,8915769.121
829,y.molnar,32,0,1,0,0,8656196.645
830,v.nakibuule,24,0,1,0,0,1814310.975
831,s.antwi,23,1,1,0,0,9123810.604
832,c.danquah,23,0,0,1,0,1299063.233
833,b.nandudu,18,0,0,1,0,1021179.44
834,h.chandiru,19,0,0,1,0,2033394.904
835,j.delemovi,24,0,0,1,0,8737970.775
836,b.chided,29,0,0,1,0,8019497.444
837,d.byogero,32,0,0,1,0,882918.9518
838,u.arthur,30,0,0,1,0,1843577.218
839,e.nakayiza,23,0,0,1,0,3125347.275
840,q.vuji,24,0,0,1,0,6010404.733
841,h.nyombi,24,0,0,1,0,8356434.967
842,f.got,26,1,0,0,0,9859482.624
843,k.bintiali,19,1,0,0,0,6060264.424
844,u.iskandar,23,1,0,0,0,8238633.52
845,j.rinaldi,22,1,0,1,0,2703561.911
846,y.manjate,25,1,1,0,0,9207204.658
847,e.desantis,22,1,1,0,0,2032348.215
848,k.aliyu,23,1,1,0,0,2389501.909
849,o.noor,33,0,0,0,1,1396419.163
850,f.carbone,28,0,0,0,1,8923192.64
851,l.mponda,22,0,1,0,0,9133743.356
852,m.mugeni,19,0,1,0,0,5464829.762
853,b.akullu,21,0,1,0,0,3155652.749
854,i.oryema,27,0,1,0,0,9999528.915
855,x.mendez,21,0,1,0,0,4833295.474
856,e.konig,15,1,1,0,0,2537423.436
857,m.azulay,21,1,1,0,0,1875818.883
858,t.kuok,21,1,1,0,0,3980646.538
859,y.peter,28,0,0,1,0,408108.9124
860,b.nassozi,34,0,0,1,0,4570917.915
861,b.pandit,19,0,0,1,0,9400187.639
862,k.cohen,27,0,0,1,0,4889955.877
863,r.dube,20,0,0,1,0,3499956.758
864,d.nangiro,28,0,0,1,0,5514932.113
865,l.popa,23,0,0,1,0,2785288.387
866,l.kalnis,41,0,0,1,0,8036805.127
867,h.afriyie,22,0,1,1,0,5894862.173
868,z.ebner,19,0,1,1,0,7539983.807
869,m.mizrahi,23,0,1,1,0,7799688.903
870,d.masuku,25,1,0,0,0,917570.9533
871,f.nyandoro,19,1,0,0,0,4606775.005
872,c.abaho,27,1,0,0,0,7377776.924
873,g.parisi,29,1,0,0,0,7994826.45
874,a.alotaibi,36,1,1,0,0,7709187.722
875,l.dahl,21,0,0,0,1,446182.7455
876,a.wati,20,0,0,0,1,5294508.589
877,f.krklis,27,0,0,0,1,8765411.311
878,g.ampofo,26,0,1,0,0,1160541.313
879,g.heydari,27,0,1,0,0,2112651.254
880,i.namutosi,17,0,1,0,0,6546671.323
881,j.opolot,27,0,1,0,0,2821121.909
882,j.papp,20,0,1,0,0,6128270.948
883,x.kamble,27,0,1,0,0,9924611.853
884,j.mutyaba,29,0,1,1,0,712504.7265
885,e.rashidi,27,1,1,0,0,1369667.112
886,h.isa,32,0,0,1,0,3741189.497
887,k.weiss,22,0,0,1,0,5363646.689
888,y.bano,29,0,0,1,0,698176.3783
889,t.maganga,23,0,0,1,0,6139529.583
890,m.lehmann,25,0,0,1,0,139411.8798
891,m.okori,18,0,0,1,0,6002294.081
892,s.parisi,31,0,0,1,0,9602282.72
893,u.heilig,30,0,0,1,0,6675553.264
894,u.binsalleh,29,0,0,1,0,8694902.441
895,e.kinoshita,27,1,0,0,0,4072242.84
896,e.ajwang,27,1,0,0,0,1011162.186
897,j.natukunda,21,1,0,0,0,8224060.958
898,a.munda,36,0,0,0,1,4500802.302
899,m.mertens,26,0,0,0,1,6750473.934
900,j.nakamya,23,0,1,0,0,8525469.732
901,m.ojo,24,0,1,0,0,1791242.571
902,n.kigongo,22,0,1,0,0,4091643.658
903,p.nieminen,32,0,1,0,0,7095237.723
904,p.oravec,28,0,1,0,0,3309620.679
905,t.kuok,21,0,1,0,0,5494018.272
906,t.parn,19,0,1,0,0,2743917.944
907,d.businge,22,0,1,0,0,9006583.97
908,y.kat,32,0,1,1,0,8784873.167
909,z.ogawa,24,1,1,0,0,5603345.818
910,q.yamazaki,22,1,1,0,0,5918010.59
911,o.musiimenta,26,1,1,0,0,2930222.319
912,b.waon,23,0,0,1,0,4199768.335
913,o.naderi,26,0,0,1,0,3081262.237
914,e.odeke,20,0,0,1,0,4150363.881
915,q.binabdrahman,19,0,0,1,0,1831627.495
916,u.shahar,20,0,0,1,0,8267419.543
917,z.akoth,20,0,0,1,0,8078677.921
918,z.nakiganda,24,0,0,1,0,7811274.976
919,p.tumwine,35,0,0,1,0,7363454.28
920,e.kovai,25,0,0,1,0,4761304.617
921,l.das,20,1,0,1,0,9915160.535
922,v.koller,23,1,0,1,0,766448.0757
923,b.kayondo,23,0,1,1,0,4551574.243
924,t.chua,29,1,0,0,0,9618930.039
925,p.khoh,21,1,0,0,0,8516695.716
926,b.nyamadzawo,22,1,0,1,0,9373610.744
927,f.fournier,23,1,0,1,0,4978237.569
928,x.lim,22,1,0,1,0,5423142.336
929,y.binabubakar,20,1,1,0,0,4150107.723
930,j.nakayama,20,1,1,0,0,1229756.146
931,i.korugyendo,22,0,0,0,1,8179689.748
932,c.vtols,26,0,0,0,1,8052711.327
933,g.kaweesa,25,0,1,0,0,7166699.395
934,b.mohamed,24,0,1,0,0,265353.0851
935,b.nalugwa,18,0,1,0,0,4545515.652
936,i.irumba,19,0,1,0,0,5675483.266
937,n.maeda,26,0,1,0,0,5490387.209
938,q.loeng,24,0,1,0,0,9285030.171
939,j.khosravi,22,1,1,0,0,9301430.203
940,p.li,21,1,1,0,0,8752301.669
941,g.mar,22,1,1,0,0,2384891.937
942,o.ssenabulya,19,1,1,0,0,1875300.098
943,f.aminu,30,0,0,1,0,3669348.674
944,j.wojciechowski,21,0,0,1,0,9386742.342
945,l.akech,22,0,0,1,0,7819885.983
946,l.binosman,27,0,0,1,0,395323.8809
947,q.becker,24,0,0,1,0,2127711.44
948,x.kyei,25,0,0,1,0,9640840.672
949,i.matsinhe,20,1,0,1,0,2525224.514
950,p.tse,21,1,0,0,0,3510064.114
951,l.lukwago,22,1,0,0,0,4808899.93
952,l.chandia,31,1,0,0,0,842011.1624
953,y.seidel,20,1,0,0,0,3692514.39
954,a.mwesige,22,1,0,0,0,1920267.856
955,y.jokinen,26,1,0,1,0,4155206.955
956,m.maimon,31,1,1,0,0,819364.1243
957,z.wati,21,1,1,0,0,4387079.001
958,a.serrano,26,1,1,0,0,8195273.138
959,c.dominguez,18,1,1,0,0,3347554.081
960,w.okumu,25,1,1,0,0,6137987.755
961,j.mercier,22,0,0,0,1,3507638.425
962,l.ssenyonjo,20,0,0,0,1,4887813.212
963,y.yanti,23,0,1,0,0,3745019.461
964,c.rathod,21,0,1,0,0,4406933.318
965,j.nakamya,23,0,1,0,0,3541058.348
966,l.kova,23,0,1,0,0,3495795.524
967,v.krisensen,30,0,1,0,0,2094008.009
968,x.mhango,31,0,1,0,0,5786559.861
969,x.tu,19,0,1,0,0,9751014.642
970,b.ndlovu,20,1,1,0,0,1737303.417
971,m.iwasaki,31,0,0,1,0,8980463.696
972,s.busch,32,0,0,1,0,6167009.778
973,p.konadu,21,0,0,1,0,7263093.487
974,d.okech,33,0,0,1,0,7917636.104
975,p.muianga,28,0,0,1,0,4686587.175
976,s.chemutai,23,0,0,1,0,1548931.447
977,q.busobozi,30,0,0,1,0,6711908.123
978,x.ahmad,25,0,0,1,0,5891746.339
979,p.ssempijja,30,0,1,1,0,6166438.513
980,s.magezi,27,0,1,1,0,5808146.999
981,b.hadzi,24,1,0,0,0,2964790.573
982,f.zziwa,19,1,0,0,0,6826106.864
983,o.pellegrini,26,1,0,0,0,9988676.575
984,g.chakanyuka,23,1,0,0,0,6950446.408
985,r.mbeiza,19,1,0,0,0,3933027.745
986,b.ionescu,17,1,1,0,0,3315795.674
987,f.kigongo,20,1,1,0,0,2043124.038
988,k.ozols,25,1,1,0,0,1072943.145
989,x.han,32,1,1,0,0,4222299.977
990,c.niwagaba,40,1,1,0,0,4422206.046
991,h.manyika,29,1,1,0,0,5851642.896
992,g.prasetyo,27,0,0,0,1,1038556.84
993,l.bbosa,25,0,0,0,1,2911379.845
994,a.ashaba,26,0,1,0,0,2274543.602
995,h.gimbo,30,0,1,0,0,2711020.782
996,z.sng,26,0,1,0,0,5984001.154
997,l.han,30,0,1,0,0,616885.4336
998,e.gupta,22,0,1,1,0,9708194.233
999,d.isabirye,21,1,1,0,0,9755126.81
1000,r.nimusiima,32,1,1,0,0,4131173.879
1001,r.dahl,17,0,0,1,0,3951266.627
1002,s.magezi,27,0,0,1,0,8452084.173
1003,w.bintiishak,30,0,0,1,0,6708832.18
1004,f.ashaba,22,0,0,1,0,6436207.878
1005,m.birabwa,25,0,0,1,0,6302698.099
1006,j.anguko,27,0,0,1,0,1220170.634
1007,q.ogwang,29,0,0,1,0,7846508.907
1008,s.oduro,24,0,0,1,0,9531357.895
1009,a.grgi,29,0,0,1,0,5825003.199
1010,s.armah,23,1,0,1,0,8939606.111
1011,z.mugeni,27,0,1,1,0,238764.7795
1012,h.engel,25,1,0,0,0,1531002.019
1013,n.khalil,27,1,0,0,0,2911845.218
1014,k.ozols,25,1,0,0,0,6109212.741
1015,f.ankrah,16,1,1,0,0,3918762.329
1016,y.marlina,26,1,1,0,0,1414093.239
1017,z.davies,28,1,1,0,0,7939109.112
1018,e.bah,20,1,1,0,0,7784399.838
1019,i.tukundane,27,1,1,0,0,8325848.489
1020,v.ikeda,25,1,1,0,0,1589543.097
1021,a.mor,34,0,0,0,1,6071382.041
1022,h.nakimera,29,0,0,0,1,2886498.431
1023,a.mugwagwa,19,0,1,0,0,8795059.632
1024,z.kasibante,21,0,1,0,0,7376998.022
1025,f.nalule,20,0,1,0,0,423492.9944
1026,x.aminah,23,0,1,0,0,3350409.594
1027,d.mortenson,26,0,1,0,0,4522555.385
1028,d.hsu,29,0,1,1,0,5634006.822
1029,q.roche,23,0,1,1,0,1186962.662
1030,o.kantono,28,1,1,0,0,7894622.852
1031,m.omony,19,1,1,0,0,4220759.013
1032,i.nalubwama,22,0,0,1,0,6819378.953
1033,r.sari,27,0,0,1,0,5331495.165
1034,b.polak,21,0,0,1,0,3026443.02
1035,m.watson,23,0,0,1,0,1562407.463
1036,l.khachatryan,31,0,0,1,0,2940470.821
1037,z.frank,25,0,0,1,0,2738971.883
1038,x.mulder,25,0,0,1,0,8670688.285
1039,l.arai,22,0,0,1,0,6581774.531
1040,i.khalili,21,0,1,1,0,1963235.952
1041,d.morales,22,1,0,0,0,3520462.117
1042,q.tshia,19,1,0,0,0,427600.2356
1043,i.peeters,27,1,0,0,0,2361986.798
1044,f.lemaire,28,1,0,0,0,7822413.511
1045,x.hofer,31,1,0,0,0,9500643.58
1046,s.nakabugo,21,1,0,0,0,7159271.609
1047,a.ngabirano,25,1,1,0,0,9294044.848
1048,e.kyomukama,21,0,0,0,1,4112784.363
1049,l.nalukenge,24,0,0,0,1,8775682.471
1050,m.nakaggwa,25,0,1,0,0,9407847.224
1051,b.atiku,29,0,1,0,0,8488957.797
1052,j.andersen,24,0,1,0,0,8630063.451
1053,a.omara,29,0,1,0,0,7412869.951
1054,k.sah,19,0,1,0,0,6109391.81
1055,v.athieno,23,0,1,1,0,6633268.736
1056,y.jain,23,1,1,0,0,2181575.685
1057,l.kovalenko,24,0,0,1,0,7874762.561
1058,f.mugide,25,0,0,1,0,7109797.319
1059,k.nyakudya,23,0,0,1,0,7857449.66
1060,k.ohayon,30,0,0,1,0,2805234.337
1061,y.takeuchi,28,0,0,1,0,110130.5169
1062,z.donkor,20,0,0,1,0,4908508.886
1063,e.pour,26,0,0,1,0,4592239.555
1064,p.ategeka,20,0,0,1,0,9485966.097
1065,c.rodriguez,30,0,1,1,0,9846404.748
1066,u.musa,27,1,0,0,0,4005695.244
1067,i.nagadya,26,1,0,0,0,5418150.263
1068,j.adam,29,1,0,1,0,6004938.546
1069,a.namubiru,20,1,1,0,0,6306814.947
1070,l.ndoro,16,1,1,0,0,6282905.909
1071,w.ainomugisha,21,1,1,0,0,4504040.64
1072,m.krlievi,29,0,0,0,1,2689519.903
1073,k.ntale,26,0,1,0,0,7161233.538
1074,l.abbasi,31,0,1,0,0,4717119.026
1075,o.ortega,20,0,1,0,0,1941691.519
1076,e.mtetwa,24,0,1,0,0,4327212.278
1077,y.thin,30,0,1,0,0,9784749.553
1078,d.safitri,22,0,1,1,0,6189189.397
1079,h.alobo,20,1,1,0,0,8403799.021
1080,m.nyirongo,19,1,1,0,0,4267635.246
1081,a.dickson,25,0,0,1,0,1545661.557
1082,c.denis,29,0,0,1,0,2015041.435
1083,h.morgan,19,0,0,1,0,7344132.743
1084,e.nabaasa,26,0,0,1,0,17970.90841
1085,c.msukwa,24,0,0,1,0,7731598.41
1086,h.arthur,22,0,0,1,0,7354501.948
1087,p.naiga,33,0,0,1,0,9217375.212
1088,k.eyotaru,21,1,0,0,0,1607370.69
1089,u.nhantumbo,26,1,0,0,0,7697014.147
1090,u.ojiambo,20,1,0,0,0,5380148.934
1091,m.li,31,1,0,0,0,2295208.526
1092,e.tumuhimbise,28,1,1,0,0,7857268.356
1093,m.mathieu,22,1,1,0,0,7429344.079
1094,r.yiga,30,0,0,0,1,7569737.67
1095,p.kondowe,21,0,1,0,0,4816242.012
1096,a.mumpande,28,0,1,0,0,1815029.132
1097,m.chan,22,0,1,0,0,3118909.5
1098,m.yanti,21,0,1,0,0,8647003.18
1099,n.sason,34,0,1,0,0,117544.1202
1100,a.afful,20,0,1,0,0,8524454.472
1101,a.malkah,29,0,1,1,0,7936510.21
1102,o.obeng,22,0,1,1,0,6902300.879
1103,z.nyiramahoro,31,0,1,1,0,8590356.815
1104,c.khalil,27,1,1,0,0,3176193.974
1105,n.nalule,30,1,1,0,0,7389187.025
1106,g.wahab,29,0,0,1,0,3011344.476
1107,e.maluwa,26,0,0,1,0,3117392.366
1108,j.nakyanzi,25,0,0,1,0,310070.8154
1109,n.ofosu,26,0,0,1,0,4091924.312
1110,x.mkandawire,19,0,0,1,0,9505017.177
1111,z.binzakaria,28,0,0,1,0,423524.1084
1112,n.barukh,23,0,0,1,0,3009133.965
1113,k.okoro,20,0,1,1,0,7659028.337
1114,z.quekkwik,23,0,1,1,0,8244716.364
1115,f.kanyago,23,1,1,0,0,4756455.479
1116,n.nwachukwu,30,1,1,0,0,8780907.451
1117,p.ma,25,1,1,0,0,303004.0862
1118,l.namuyanja,26,0,0,0,1,7614967.033
1119,c.opira,20,0,0,0,1,5284220.506
1120,e.kaddu,27,0,0,0,1,2827145.52
1121,e.oh,20,0,1,0,0,4971578.102
1122,g.moulin,19,0,1,0,0,1342318.043
1123,n.tugumisirize,29,0,1,0,0,1131861.076
1124,x.guerrero,31,0,1,0,0,9857448.669
1125,g.poulsen,29,0,1,0,0,5094174.185
1126,k.opiyo,32,0,1,1,0,3759144.459
1127,j.schmitz,24,1,1,0,0,3785008.161
1128,q.alhassan,25,1,1,0,0,4339880.58
1129,l.wasswa,25,1,1,0,0,2229682.419
1130,g.acheampong,22,1,1,0,0,2934846.492
1131,d.mortenson,26,1,1,0,0,9809052.442
1132,q.tushabe,28,0,0,1,0,9106219.312
1133,d.domingos,23,0,0,1,0,5464454.576
