,Player,Squad,Salary0,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9
177,z.kayendeke,Silver Heels,13180000,13553923.43,13795414.95,13758542.73,13689206.39,13755098.72,13626848.46,13809021.06,13765939.28,13607088.86,13674034.57
178,z.mutandwa,Silver Heels,23280000,24134408.01,24216469.13,24708973.5,23280000,23280000,23280000,23280000,23280000,23280000,23280000
179,j.agaba,Silver Heels,23400000,24304053.83,24421040.21,24193342.48,24516774.87,24440286.73,24158260.95,24277117.53,24218129.8,24266552.71,24484808.51
180,f.diaz,Silver Heels,22880000,23737626.03,23679949.14,23727295.98,23940701.65,23719727.46,23800378.59,24284420.69,22880000,22880000,22880000
181,w.markovi,Silver Heels,26070000,26914780.47,27047198.89,26981480.51,27035428.59,27278587.94,27026804.85,27118700.61,27670229.34,26070000,26070000
182,q.musimenta,Silver Heels,11470000,11890964.77,11931396.09,12174051.8,11470000,11470000,11470000,11470000,11470000,11470000,11470000
183,e.mutebi,Silver Heels,27490000,28712114.63,28380794.59,28520425.68,28451127.7,28508014.27,28764418.2,28498920.8,28595822,29177391.81,27490000
184,v.mahagna,Silver Heels,21360000,22350235.46,22143941.37,22219234.56,22671120.01,21360000,21360000,21360000,21360000,21360000,21360000
185,a.bruno,Silver Heels,30890000,32047870.1,31970001.26,32033923.64,32322039.95,32023705.47,32132591.55,32786090.69,30890000,30890000,30890000
186,a.nyasulu,Silver Heels,23500000,24380865.89,24321626.08,24370255.92,24589444.44,24362482.31,24445318.92,24942477.54,23500000,23500000,23500000
187,i.joseph,Silver Heels,9510000,9866469.56,9842496.34,9862175.91,9950877.3,9859030.08,9892552.46,10093743.04,9510000,9510000,9510000
188,f.hove,Silver Heels,20680000,21403030.95,21445825.21,21638711.11,21438984.44,21511880.65,21949380.24,20680000,20680000,20680000,20680000
189,m.purnomo,Silver Heels,26300000,27469211.16,27152233.46,27285820.13,27219521.96,27273945.99,27519250.59,27265246.16,27357952.66,27914347.2,26300000
190,q.sam,Solemn Cougars,14380000,14958454.73,15262673.49,14380000,14380000,14380000,14380000,14380000,14380000,14380000,14380000
191,s.kasamba,Solemn Cougars,27320000,28623858.53,28534556.99,28205285.86,28344053.45,28275184.02,28331718.8,28586537.11,28322681.57,28418983.53,28996956.87
192,r.navarro,Solemn Cougars,19610000,20519106.62,20329713.96,20398838.47,20813701.47,19610000,19610000,19610000,19610000,19610000,19610000
193,f.omara,Solemn Cougars,21500000,22351669.59,22109966.14,22503901.48,22443753.31,22330647.75,22438135.24,22228925.79,22526096.57,22455819.01,22196692.75
194,y.deng,Solemn Cougars,25330000,26441873.09,26308618.95,26435254.21,26188776.29,26538884.94,26456088.16,26150801.27,26279460.98,26215608.03,26268024.79
195,d.tawiah,Solemn Cougars,11620000,11620000,11620000,11620000,11620000,11620000,11620000,11620000,11620000,11620000,11620000
196,m.happy,Solemn Cougars,21220000,22145917.66,21939432.8,22232733.45,22163371.13,21907619.54,22015403.16,21961910.87,22005822.58,22203745.15,21998803.18
197,l.musoki,Solemn Cougars,27430000,28436718.72,28533408.42,29113708.89,27430000,27430000,27430000,27430000,27430000,27430000,27430000
198,i.nyamande,Solemn Cougars,37280000,38720304.56,38906682.86,38543923.41,39059203.73,38937345.7,38488032.83,38677390.66,38583413.63,38660559.19,39008276.12
199,s.zandamela,Solemn Cougars,1.7e+07,17623923.38,17683847.73,18043494.39,1.7e+07,1.7e+07,1.7e+07,1.7e+07,1.7e+07,1.7e+07,1.7e+07
200,o.nabirye,Solemn Cougars,10920000,11273855.11,11329321.51,11301793.91,11324391.26,11426243.97,11320779.02,11359271.6,11590291.69,10920000,10920000
201,t.binmohamed,Solemn Cougars,15990000,16691889.09,16607770.12,16687710.81,16532117.36,16753129.5,16700862.6,16508144.98,16589363.64,16549055.36,16582144.35
202,w.torok,Solemn Cougars,31290000,32498882.23,32655314.02,32350841.3,32783328.45,32681050.08,32303930.99,32462863.56,32383986.39,32448736.51,32740583.69
203,c.kawooya,Solemn Cougars,32300000,33547903.36,33709384.56,33395083.86,33841531.13,33735951.35,33346659.34,33510722.06,33429298.83,33496138.99,33797406.62
204,h.leong,Solemn Cougars,29510000,30650112.33,30797645.15,30510493.02,30918377.2,30821917.16,30466251.31,30616142.66,30541752.58,30602819.25,30878064.06
205,x.boateng,Solemn Cougars,26170000,27418974.29,27333431.79,27018020.9,27150947.25,27084976.79,27139131.81,27383223.88,27130474.98,27222723.24,27776367.54
206,c.mwesige,Solemn Cougars,29350000,30376158.53,30436894.1,30710646.57,30427185.36,30530642.99,31151562.38,29350000,29350000,29350000,29350000
207,f.mtambo,Solemn Cougars,36830000,38467340.19,38023450.88,38210523.01,38117680.37,38193894.71,38537414.42,38181711.64,38311535.99,39090699.91,36830000
208,v.mudondo,Solemn Cougars,32680000,34105965.56,33787967.2,34239666.79,34132844.89,33738972.98,33904965.85,33822584.7,33890211.22,34195023.17,33879400.94
209,x.joly,Solemn Cougars,38050000,39720223.89,39520053.34,39710281.2,39340029.13,39865952.31,39741577.36,39282984.15,39476253.07,39380335,39459073.95
210,o.bintimohamad,Somber Bombers,13730000,14174911.23,14244650.58,14210039.41,14238451.65,14366513.71,14233909.88,14282307.61,14572775.18,13730000,13730000
211,y.phe,Somber Bombers,18870000,19568796.99,19744800.71,19562554.95,19629070.98,20028278.77,18870000,18870000,18870000,18870000,18870000
212,v.abiria,Somber Bombers,22160000,23217595.35,23145160.43,22878079.6,22990637.79,22934775.91,22980632.82,23187322.93,22973302.47,23051415.63,23520225.63
213,x.heikkila,Somber Bombers,16010000,16774084.01,16721751.73,16528793.07,16610113.32,16569754.62,16602884.99,16752213,16597589.01,16654023.66,16992726.19
214,i.amoah,Somber Bombers,10970000,11457689.98,11325475.32,11381195.7,11353542.05,11376242.87,11478561.94,11372614.08,11411282.92,11643360.79,10970000
215,f.kollar,Somber Bombers,32440000,33574193.62,33641323.5,33943896.92,33630592.61,33744942.37,34431232.83,32440000,32440000,32440000,32440000
216,v.lao,Somber Bombers,6550000,6772068.09,6862601.51,6841191.37,6762248.26,6795517.94,6779006.42,6792560.69,6853653.66,6790394.01,6813482.51
217,k.najjuma,Somber Bombers,24690000,25553231.83,25604324.2,25834612.06,25596156.95,25683188.26,26205522.15,24690000,24690000,24690000,24690000
218,m.nabukwasi,Somber Bombers,15440000,15940322.61,16018747.63,15979825.82,16011776.66,16155788.18,16006669.23,16061094.64,16387738.44,15440000,15440000
219,r.dewit,Somber Bombers,26680000,27710775.9,27844160.38,27584546.05,27953314.26,27866104.7,27544547.1,27680063.92,27612807.82,27668018.22,27916867.14
220,d.athieno,Somber Bombers,23810000,24691735.9,24913815.84,24683859.74,24767789.08,25271505.97,23810000,23810000,23810000,23810000,23810000
221,r.wambi,Somber Bombers,29920000,31041510.96,30966087.34,31028002.44,31307071.39,31018105.14,31123572,31756550.13,29920000,29920000,29920000
222,m.janssens,Somber Bombers,21840000,22648782.53,22852487.94,22641558.03,22718543.2,23180583.38,21840000,21840000,21840000,21840000,21840000
223,a.nassanga,Somber Bombers,22780000,23518170.27,23633877.66,23576452.86,23623592.76,23836065.72,23616057.32,23696355.96,24178282.48,22780000,22780000
224,c.kavis,Somber Bombers,27790000,28732178.96,29116289.48,29025451.64,28690515.89,28831670.77,28761616.55,28819123.92,29078326,28809931.21,28907889.91
225,m.ferrara,Somber Bombers,16770000,17506127.59,17417905.24,17501745.48,17338562.11,17570355.33,17515538.83,17313420.35,17398600.89,17356326.36,17391029.44
226,z.yosef,Somber Bombers,12040000,12381581.04,12602184.83,12568501.86,12505162.74,12565355.73,12448198.44,12614614.08,12575258.64,12430147.94,12491303.21
227,j.ptersons,Somber Bombers,24490000,25658795.58,25578744.53,25283581.65,25407974.71,25346239.27,25396917.77,25625340.19,25388816.67,25475142.99,25993245.74
228,h.mafabi,Somber Bombers,20050000,20824627.32,20924865.65,20729765.68,21006894.71,20941356.79,20699706.5,20801547.28,20751004.38,20792494.95,20979504.73
229,o.magi,Stacked Rocks,26170000,27333431.79,27018020.9,27150947.25,27084976.79,27139131.81,27383223.88,27130474.98,27222723.24,27776367.54,26170000
230,m.tang,Stacked Rocks,21800000,22769156.02,22506414.05,22617143.68,22562189.3,22607301.24,22810633.57,22600089.98,22676934.15,23138128.1,21800000
231,a.janssen,Stacked Rocks,19030000,19918569.54,19865331.42,19765219.84,19860358.77,19675184.08,19938214.78,19876010.96,19646654.1,19743313.95,19695342.31
232,w.karlsson,Stacked Rocks,8610000,8928846.96,9009153.9,8925998.84,8956348.76,9138499.22,8610000,8610000,8610000,8610000,8610000
233,c.bai,Stacked Rocks,14830000,15477095.14,15332789.28,15537768.01,15489292.83,15310555.98,15385882.6,15348498.5,15379187.04,15517508.98,15374281.39
234,d.nishimura,Stacked Rocks,20550000,21530757.42,21463585.14,21215908.65,21320289.11,21268485.79,21311011.03,21502684.4,21304213.26,21376651.23,21811400.57
235,z.bintizakaria,Stacked Rocks,31400000,32795940.32,32417495.46,32576986.77,32497832.3,32562810.04,32855683.21,32552423.18,32663106.98,33327395.52,31400000
236,l.kyalisiima,Stacked Rocks,19220000,20063671.57,19962560.45,20058649.27,19871625.75,20137282.61,20074457.74,19842810.92,19940435.85,19891985.25,19931758.25
237,c.kadosh,Stacked Rocks,33020000,34089990.45,34257710.29,34174472.05,34242802.15,34550785.34,34231879.4,34348273.65,35046834.4,33020000,33020000
238,c.guerrero,Stacked Rocks,33230000,34707296.07,34306795.35,34475581.86,34391814.24,34460578.91,34770520.8,34449586.69,34566721.18,35269724.62,33230000
239,w.nasiru,Stacked Rocks,22410000,23232477.81,23311472.21,23785571.14,22410000,22410000,22410000,22410000,22410000,22410000,22410000
240,g.magnusson,Stacked Rocks,23890000,24812984.87,24932420.97,24699955.21,25030160.33,24952070.52,24664139.06,24785484.52,24725261.58,24774698.47,24997524.58
241,h.cardoso,Stacked Rocks,16120000,16683600.53,16716958.53,16867312.53,16711626.17,16768448.55,17109478.21,16120000,16120000,16120000,16120000
242,i.nayak,Stacked Rocks,12860000,13421135.77,13295999.33,13473748.93,13431713.14,13276719.48,13342039.8,13309621.76,13336233.67,13456181.09,13331979.68
243,d.namugerwa,Stacked Rocks,29860000,30827592.82,30979261.94,30903989.57,30965780.51,31244289.83,30955903.06,31061158.42,31692867.21,29860000,29860000
244,h.ruiz,Stacked Rocks,25380000,26487435.92,26240471.46,26591271.21,26508311,26202421.49,26331335.16,26267356.17,26319876.4,26556600,26311480.9
245,v.alvarez,Stacked Rocks,27580000,28783431.15,28515059.22,28896267.14,28806115.73,28473710.98,28613799.2,28544274.35,28601347.17,28858590.54,28592223.92
246,e.kuhn,Swift Musketeers,24300000,25434642.14,25366660.72,25238825.13,25360310.99,25123855.66,25459727.75,25380297.76,25087424.83,25210852.82,25149596.33
247,w.twinamatsiko,Swift Musketeers,11320000,11823249.82,11686816.83,11744314.97,11715779.03,11739204.13,11844787.71,11735459.56,11775362.13,12014844.5,11320000
248,d.shahar,Swift Musketeers,12060000,12586228.42,12468876.51,12635568.59,12596147.78,12450796.03,12512052.88,12481651.51,12506607.93,12619093.62,12502618.58
249,f.fujihara,Swift Musketeers,20700000,21499739.93,21603227.88,21401802.97,21687916.24,21620253.65,21370769.3,21475911.66,21423730.21,21466565.86,21659638.3
250,j.ssempijja,Swift Musketeers,15840000,16595970.68,16544194.1,16353284.33,16433741.1,16393810.94,16426589.53,16574331.91,16421349.78,16477185.18,16812291.24
251,p.byamukama,Swift Musketeers,18330000,18970868.34,19008799.62,19179766.67,19002736.2,19067348.76,19455132.48,18330000,18330000,18330000,18330000
252,q.tiko,Swift Musketeers,12270000,12618106.26,12842924.24,12808597.82,12744048.74,12805391.6,12685996.25,12855590.93,12815483.68,12667600.93,12729924.45
253,d.obeng,Swift Musketeers,26810000,27979832.82,27718953.51,28089518.56,28001884.07,27678759.66,27814936.79,27747352.99,27802832.4,28052893.85,27793963.86
254,d.tukamuhebwa,Swift Musketeers,22990000,24063474.19,23999157.61,23878213.57,23993150.19,23769442.04,24087207.45,24012059.49,23734975.18,23851749.23,23793795.05
255,t.acom,Swift Musketeers,33590000,34678460.91,34849075.97,34764400.86,34833910.49,35147210.16,34822799.19,34941202.66,35651822.15,33590000,33590000
256,f.siddiqui,Swift Musketeers,26220000,26963874.98,27444292.87,27370940.09,27233003.91,27364088.65,27108950.43,27471360.56,27385654.62,27069641.11,27202821.43
257,s.sarpong,Swift Musketeers,26170000,27130474.98,27222723.24,27776367.54,26170000,26170000,26170000,26170000,26170000,26170000,26170000
258,f.ribeiro,Swift Musketeers,25830000,26733089.43,26786540.87,27027461.7,26777996.52,26869046.28,27415497.65,25830000,25830000,25830000,25830000
259,v.nakayima,Swift Musketeers,17210000,17767678.24,17855093.7,17811709.99,17847323.59,18007844.21,17841630.66,17902295.26,18266384.62,17210000,17210000
260,a.lombardi,Swift Musketeers,38940000,40201823.99,40399613.53,40301451.9,40382032.58,40745232.62,40369151.54,40506413.56,41330215.98,38940000,38940000
261,n.nyesiga,Swift Musketeers,13350000,13728746.42,13973352.78,13936004.97,13865774.3,13932516.53,13802612.06,13987134.38,13943496.92,13782597.59,13850406.79
262,a.avako,Swift Musketeers,32070000,33157286.05,33600554.28,33495726.3,33109206.35,33272100.82,33191257.38,33257621.6,33556743.97,33247013.1,33360058.63
263,g.abbas,Swift Musketeers,36720000,38331842.87,38138669.08,38322247.71,37964937.44,38472477.5,38352449.95,37909886.41,38096399.81,38003834.46,38079821.17
264,r.jacobs,Swift Musketeers,25210000,26413157.89,26330753.36,26026912.76,26154962.94,26091412.49,26143580.93,26378718.91,26135241.66,26224105.96,26757440.8
265,a.andama,Flawless Cows,17220000,17708540.32,18024055.04,17975880.56,17885290.89,17971380.87,17803818.7,18041831.77,17985544.34,17778002.29,17865468.54
266,y.nassuuna,Flawless Cows,18880000,19703813.64,19520098.55,19781055.97,19719342.46,19491793.45,19587691.41,19540097.89,19579167.31,19755264.3,19572921.96
267,j.kyarisiima,Flawless Cows,15310000,16024871.24,15982040.15,15901498.47,15978039.56,15829062.97,16040676.21,15990632.05,15806110.05,15883874.76,15845280.65
268,q.coppola,Flawless Cows,24730000,25809073.69,25568434.17,25910249.69,25829414.14,25531358.69,25656970.79,25594630.34,25645805.49,25876466.43,25637625
269,v.mhlanga,Flawless Cows,21630000,22591598.38,22330905.31,22440771.46,22386245.62,22431005.77,22632752.48,22423850.74,22500095.67,22957693.16,21630000
270,j.kawano,Flawless Cows,17530000,18207267.68,18294907.47,18124328.79,18366626.65,18309325.92,18098047.62,18187088.47,18142898.09,18179173.89,18342679.2
271,d.mabhena,Flawless Cows,21260000,22205149.4,21948915.72,22056902.51,22003309.38,22047303.87,22245599.53,22040271.23,22115211.92,22564981.81,21260000
272,h.robert,Flawless Cows,33510000,35074685.51,34980938.31,34804651.44,34972181.94,34646107.12,35109278.89,34999743.95,34595868.56,34766077.28,34681603.83
273,b.zheng,Flawless Cows,37660000,39334239.25,38880346.47,39071634.45,38976699.5,39054631.41,39405892.67,39042173.78,39174923.85,39971646.99,37660000
274,y.mutema,Flawless Cows,1200000,1253348.04,1238885.18,1244980.39,1241955.37,1244438.6,1255631.21,1244041.65,1248271.6,1273658.43,1200000
275,b.obonyo,Flawless Cows,32320000,33818333.8,33506188.44,33620115.21,34303866.98,32320000,32320000,32320000,32320000,32320000,32320000
276,r.ssembatya,Flawless Cows,24780000,25582978.9,25708844.97,25646378.48,25697657.1,25928784.4,25689460.07,25776808.63,26301046.53,24780000,24780000
277,y.kyosiimire,Flawless Cows,14410000,15097723.33,15050621.02,14876946.16,14950139.47,14913814.12,14943633.53,15078038.06,14938866.81,14989661.52,15294514.95
278,x.driscoll,Flawless Cows,22110000,22737272.15,23142384.26,23080529.57,22964214.96,23074752.1,22859606.94,23165209.08,23092937.59,22826459.38,22938763.61
279,p.addae,Flawless Cows,13170000,13653357.11,13699780.86,13978401.24,13170000,13170000,13170000,13170000,13170000,13170000,13170000
280,d.muhammad,Flawless Cows,34050000,35240483.75,35310945.29,35628535.46,35299681.82,35419706.77,36140057.88,34050000,34050000,34050000,34050000
281,k.opio,Flawless Cows,30710000,32175647.71,32075265.2,31705136.48,31861123.05,31783707.96,31847257.85,32133695.27,31837099.23,31945350.81,32595041.93
282,e.sommer,Flawless Cows,15780000,16533107.16,16481526.69,16291340.07,16371492.08,16331713.17,16364367.6,16511550.35,16359147.7,16414771.6,16748608.32
283,i.marie,Flawless Cows,24550000,25641411.94,25345525.91,25470223.73,25408337.03,25459139.7,25688121.75,25451018.76,25537556.57,26056928.66,24550000
284,o.musonza,Flawless Cows,13270000,13733956.52,13761416.86,13885188.42,13757027.25,13803803.49,14084539.45,13270000,13270000,13270000,13270000
285,f.yunusa,Flawless Cows,18150000,19016216.41,18956889.07,18738138.3,18830328.34,18784575.04,18822133.83,18991421.98,18816129.96,18880108.02,19264083.72
286,z.ahmetovi,Flawless Cows,31600000,32623976.32,32784483.5,32704824.86,32770216.48,33064955.08,32759763.45,32871152.25,33539671.93,31600000,31600000
287,a.nabuuma,Glistening Paladins,25080000,26180899.22,26048960.26,26174345.66,25930300.41,26276953.58,26194973.99,25892700.2,26020090.07,25956867.32,26008766.75
288,l.mulyani,Glistening Paladins,17410000,18048970.94,18110340.53,18478661.02,17410000,17410000,17410000,17410000,17410000,17410000,17410000
289,o.wagner,Glistening Paladins,7730000,7992074.25,8098917.51,8073650.28,7980485.35,8019748.65,8000262.54,8016258.65,8088357.68,8013701.63,8040949.59
290,s.bukirwa,Glistening Paladins,17140000,17802200.11,17887890.14,17721106.42,17958013.73,17901987.8,17695409.94,17782469.85,17739262.6,17774731.34,17934599.05
291,a.palmieri,Glistening Paladins,34010000,35378097.72,36097602.6,34010000,34010000,34010000,34010000,34010000,34010000,34010000,34010000
292,g.lombardo,Glistening Paladins,29200000,30481748.69,30328135.55,30474118.55,30189982.93,30593582.32,30498135.58,30146205.97,30294522.73,30220914.11,30281339.28
293,g.munsaka,Glistening Paladins,37880000,39282778.49,39636091.72,39270248.08,39403773.65,40205151.03,37880000,37880000,37880000,37880000,37880000
294,f.kimera,Glistening Paladins,20670000,21468580.88,21571918.85,21370785.86,21656484.47,21588919.95,21339797.17,21444787.15,21392681.32,21435454.89,21628247.52
295,f.kabanda,Glistening Paladins,19870000,20797791.74,20742203.64,20637673.06,20737011.49,20543663.04,20818304.14,20753354.59,20513873.72,20614800.22,20564711.07
296,h.lwanga,Glistening Paladins,15270000,15703217.81,15983003.51,15940284.33,15859953.08,15936294.19,15787706.83,15998767.19,15948853.78,15764813.87,15842375.41
297,j.takali,Glistening Paladins,37380000,39020813.9,38824168.04,39011046.28,38647313.76,39163976.27,39041791.37,38591273.26,38781139.02,38686909.91,38764262.4
