,Player,Nation,Age,sal0,sal1,sal2,sal3,sal4,sal5,sal6,sal7,sal8,sal9
242,c.fuentes,Saintu,29,37500000,38910000,38810000,38890000,39240000,38880000,39010000,39800000,37500000,37500000
243,c.gheorghe,Central Diasongo,18,17030000,17820000,17700000,17510000,17830000,17780000,17690000,17770000,17610000,17840000
244,c.go,Sobianitedrucy,32,33970000,35540000,35220000,35340000,36060000,33970000,33970000,33970000,33970000,33970000
245,c.grassi,Sobianitedrucy,24,13200000,13650000,13650000,13830000,13790000,13630000,13690000,13660000,13690000,13810000
246,c.guerrero,Lefghau,27,33230000,34710000,34310000,34480000,34390000,34460000,34770000,34450000,34570000,35270000
247,c.haas,Janmico,28,12830000,13300000,13310000,13280000,13310000,13420000,13300000,13350000,13620000,12830000
248,c.hamed,Sobianitedrucy,23,11870000,12310000,12390000,12270000,12440000,12400000,12250000,12310000,12290000,12310000
249,c.haruna,Tucamna,20,16290000,16750000,17050000,17010000,16920000,17000000,16840000,17070000,17010000,16820000
250,c.horvat,Southern Ristan,22,23840000,24890000,24760000,24880000,24650000,24980000,24900000,24610000,24730000,24670000
251,c.hu,Dosqaly,18,10580000,11070000,11000000,10880000,11070000,11040000,10990000,11040000,10940000,11080000
252,c.ibrahim,Imaar Vircoand,29,13610000,14210000,14090000,14110000,14240000,14110000,14160000,14450000,13610000,13610000
253,c.ismail,Nganion,23,8080000,8340000,8430000,8350000,8470000,8440000,8340000,8380000,8360000,8380000
254,c.joly,People's Land of Maneau,21,18000000,18840000,18790000,18700000,18790000,18610000,18860000,18800000,18580000,18670000
255,c.kabagambe,Rarita,31,1430000,1480000,1500000,1480000,1490000,1520000,1430000,1430000,1430000,1430000
256,c.kadosh,Landli Blicporlip,28,33020000,34090000,34260000,34170000,34240000,34550000,34230000,34350000,35050000,33020000
257,c.kakayi,Dosqaly,22,1510000,1550000,1570000,1580000,1560000,1580000,1580000,1560000,1570000,1560000
258,c.kasangaki,Nganion,30,21370000,22230000,22160000,22360000,22150000,22230000,22680000,21370000,21370000,21370000
259,c.kavis,People's Land of Maneau,25,27790000,28730000,29120000,29030000,28690000,28830000,28760000,28820000,29080000,28810000
260,c.kavuma,Nganion,19,17900000,18410000,18410000,18740000,18690000,18590000,18680000,18510000,18750000,18700000
261,c.kawooya,Republic of Denand Landsa,23,32300000,33550000,33710000,33400000,33840000,33740000,33350000,33510000,33430000,33500000
262,c.kazibwe,Lefghau,23,13410000,13930000,14000000,13860000,14050000,14010000,13840000,13910000,13880000,13910000
263,c.khalil,Esia,28,30800000,31800000,31950000,31880000,31940000,32230000,31930000,32040000,32690000,30800000
264,c.kirungi,Sobianitedrucy,18,18250000,19120000,18970000,18770000,19100000,19050000,18960000,19050000,18870000,19120000
265,c.kova,Loco Phirema,27,25200000,26320000,26020000,26140000,26080000,26130000,26370000,26120000,26210000,26750000
266,c.kwakye,Nancipenuaroe,28,35500000,36650000,36830000,36740000,36810000,37150000,36800000,36930000,37680000,35500000
267,c.kyaligonza,Esia,20,12140000,12480000,12710000,12670000,12610000,12670000,12550000,12720000,12680000,12530000
268,c.kyarikunda,People's Land of Maneau,17,2650000,2750000,2770000,2750000,2730000,2770000,2770000,2750000,2770000,2740000
269,c.langa,Dosqaly,20,20670000,21260000,21640000,21580000,21470000,21570000,21370000,21660000,21590000,21340000
270,c.leroy,People's Land of Maneau,27,3970000,4150000,4100000,4120000,4110000,4120000,4150000,4120000,4130000,4210000
271,c.lim,Biarizea,29,27450000,28480000,28410000,28470000,28720000,28460000,28550000,29130000,27450000,27450000
272,c.luka,Nganion,24,33820000,35320000,34970000,35430000,35320000,34920000,35090000,35000000,35070000,35390000
273,c.lunyolo,Nganion,24,13020000,13630000,13460000,13640000,13600000,13440000,13510000,13480000,13500000,13620000
274,c.machingura,Nganion,28,29270000,30570000,30370000,30290000,30350000,30630000,30340000,30450000,31070000,29270000
275,c.majoni,Sobianitedrucy,28,35250000,36650000,36570000,36480000,36560000,36880000,36540000,36670000,37410000,35250000
276,c.manjhi,Sobianitedrucy,26,22670000,23550000,23680000,23400000,23520000,23460000,23510000,23720000,23500000,23580000
277,c.mari,Giumle Lizeibon,27,30210000,31550000,31190000,31340000,31270000,31330000,31610000,31320000,31430000,32060000
278,c.mashiri,Southern Ristan,22,17560000,18330000,18240000,18330000,18160000,18400000,18340000,18130000,18220000,18170000
279,c.mati,Dosqaly,25,16390000,17050000,17170000,17120000,16920000,17000000,16960000,17000000,17150000,16990000
280,c.medina,Nganion,17,37310000,38950000,39030000,38790000,38370000,39050000,38950000,38750000,38940000,38570000
281,c.mirkovi,People's Land of Maneau,30,26220000,27260000,27190000,27440000,27180000,27270000,27830000,26220000,26220000,26220000
282,c.moser,Byasier Pujan,30,26160000,27170000,27130000,27370000,27120000,27210000,27770000,26160000,26160000,26160000
283,c.msukwa,Pierrema,25,42340000,43780000,44360000,44220000,43710000,43930000,43820000,43910000,44300000,43890000
284,c.mugabirwe,Esia,26,33740000,35350000,35240000,34830000,35000000,34920000,34990000,35300000,34980000,35100000
285,c.mukiibi,Bernepamar,24,10790000,11190000,11160000,11300000,11270000,11140000,11190000,11170000,11190000,11290000
286,c.musubika,Saintu,29,15420000,16000000,15960000,15990000,16130000,15990000,16040000,16370000,15420000,15420000
287,c.mwesige,People's Land of Maneau,30,29350000,30380000,30440000,30710000,30430000,30530000,31150000,29350000,29350000,29350000
288,c.nabaggala,Esia,17,10980000,11380000,11490000,11410000,11290000,11490000,11460000,11400000,11460000,11350000
289,c.nafuna,Dosqaly,23,26240000,27250000,27380000,27130000,27490000,27410000,27090000,27220000,27160000,27210000
290,c.najafi,Greri Landmoslands,21,23580000,24490000,24620000,24490000,24610000,24380000,24710000,24630000,24340000,24460000
291,c.nakalyango,Lenia Gerdanho,26,24160000,25000000,25230000,24940000,25070000,25000000,25050000,25280000,25050000,25130000
292,c.nakitto,Nganion,34,19040000,19950000,20210000,19040000,19040000,19040000,19040000,19040000,19040000,19040000
293,c.nalwadda,Greri Landmoslands,23,4130000,4280000,4310000,4270000,4330000,4310000,4260000,4280000,4270000,4280000
294,c.namanda,Puway,36,10460000,10460000,10460000,10460000,10460000,10460000,10460000,10460000,10460000,10460000
295,c.namugga,Esia,22,20530000,21430000,21320000,21430000,21230000,21510000,21440000,21200000,21300000,21250000
296,c.namutebi,People's Land of Maneau,31,39230000,40680000,41050000,40670000,40810000,41640000,39230000,39230000,39230000,39230000
297,c.nankya,Dosqaly,19,35850000,37270000,36870000,37520000,37420000,37240000,37410000,37070000,37560000,37440000
298,c.navarro,Nganion,34,14910000,15430000,15830000,14910000,14910000,14910000,14910000,14910000,14910000,14910000
299,c.ndiweni,Galamily,32,9580000,10020000,9930000,9970000,10170000,9580000,9580000,9580000,9580000,9580000
300,c.negri,Biarizea,28,29610000,31020000,30720000,30650000,30710000,30980000,30700000,30800000,31430000,29610000
301,c.neri,Nganion,24,36900000,38520000,38150000,38660000,38540000,38100000,38280000,38190000,38270000,38610000
302,c.nurjanah,New Somoe,28,15050000,15540000,15610000,15580000,15610000,15750000,15600000,15660000,15970000,15050000
303,c.obi,Sobianitedrucy,28,7030000,7030000,7290000,7280000,7290000,7360000,7290000,7310000,7460000,7030000
304,c.oconnor,Unicorporated Tiagascar,22,31310000,32680000,32520000,32680000,32370000,32800000,32700000,32320000,32480000,32400000
305,c.oloya,Reugha,25,14890000,15390000,15600000,15550000,15370000,15450000,15410000,15440000,15580000,15440000
306,c.omar,Dosqaly,30,28270000,29260000,29320000,29580000,29310000,29410000,30010000,28270000,28270000,28270000
307,c.paramar,Redohrainbri,18,5770000,6040000,6000000,5930000,6040000,6020000,5990000,6020000,5970000,6050000
308,c.pavlovi,Lefghau,22,10890000,11390000,11310000,11370000,11260000,11410000,11370000,11240000,11300000,11270000
309,c.prakash,Dosqaly,18,8840000,9250000,9190000,9090000,9250000,9230000,9180000,9230000,9140000,9260000
310,c.rai,Nganion,25,10870000,11310000,11390000,11350000,11220000,11280000,11250000,11270000,11370000,11270000
311,c.rathod,Dosqaly,22,17110000,17860000,17770000,17860000,17690000,17930000,17870000,17660000,17750000,17710000
312,c.rodriguez,Esia,31,28880000,29950000,30220000,29940000,30040000,30650000,28880000,28880000,28880000,28880000
313,c.roux,Nganion,34,11700000,12130000,12420000,11700000,11700000,11700000,11700000,11700000,11700000,11700000
314,c.sagal,Dosqaly,20,10210000,10500000,10690000,10660000,10600000,10660000,10560000,10700000,10660000,10540000
315,c.sanna,Nganion,26,34480000,35600000,36010000,35600000,35770000,35690000,35760000,36080000,35750000,35870000
316,c.schmidt,Nganion,21,20750000,21530000,21660000,21550000,21660000,21450000,21740000,21670000,21420000,21530000
317,c.shaheen,Dosqaly,20,29480000,30320000,30860000,30770000,30620000,30770000,30480000,30890000,30790000,30440000
318,c.shevchenko,Nganion,31,14210000,14780000,14870000,14730000,14780000,15080000,14210000,14210000,14210000,14210000
319,c.shumba,Cabral Retrea,21,11110000,11630000,11600000,11540000,11590000,11490000,11640000,11600000,11470000,11530000
320,c.ssentamu,People's Land of Maneau,21,26670000,27920000,27840000,27700000,27830000,27570000,27940000,27860000,27530000,27670000
321,c.sulaiman,Dosqaly,27,19780000,20450000,20420000,20520000,20470000,20510000,20700000,20510000,20580000,20990000
322,c.sung,Imaar Vircoand,26,23850000,24730000,24910000,24620000,24740000,24680000,24730000,24960000,24730000,24810000
323,c.thomas,Giumle Lizeibon,26,27740000,29060000,28970000,28640000,28780000,28710000,28770000,29030000,28760000,28860000
324,c.tukamushaba,Rarita,25,970000,1020000,1020000,1010000,1000000,1010000,1000000,1010000,1010000,1010000
325,c.vandenberg,Redohrainbri,22,29760000,31070000,30910000,31060000,30770000,31180000,31080000,30720000,30880000,30800000
326,c.vtols,Imaar Vircoand,27,13780000,14390000,14230000,14300000,14260000,14290000,14420000,14290000,14330000,14630000
327,c.wahyuni,Rarita,38,1960000,2050000,1960000,1960000,1960000,1960000,1960000,1960000,1960000,1960000
328,c.wee,Esia,29,31800000,32990000,32910000,32980000,33270000,32970000,33080000,33750000,31800000,31800000
329,c.yousef,Nganion,21,18700000,19350000,19520000,19420000,19520000,19330000,19590000,19530000,19310000,19400000
330,d.abiria,Nganion,21,14630000,15310000,15270000,15200000,15270000,15130000,15330000,15280000,15100000,15180000
331,d.adebayo,Nganion,23,28170000,29300000,29400000,29130000,29510000,29420000,29080000,29230000,29150000,29210000
332,d.akia,Nganion,28,22300000,23140000,23140000,23080000,23130000,23330000,23120000,23200000,23670000,22300000
333,d.akugizibwe,Imaar Vircoand,31,22010000,22990000,23030000,22820000,22900000,23360000,22010000,22010000,22010000,22010000
334,d.alshehri,People's Land of Maneau,33,21620000,22410000,22490000,22950000,21620000,21620000,21620000,21620000,21620000,21620000
335,d.amanyire,Sobianitedrucy,31,17620000,18440000,18440000,18270000,18330000,18700000,17620000,17620000,17620000,17620000
336,d.amoako,Dosqaly,18,8920000,9220000,9270000,9170000,9340000,9310000,9260000,9310000,9220000,9350000
337,d.amongi,Lylimi,36,7980000,7980000,7980000,7980000,7980000,7980000,7980000,7980000,7980000,7980000
338,d.andersson,Lefghau,29,30930000,32090000,32010000,32080000,32360000,32070000,32170000,32830000,30930000,30930000
339,d.anyango,Redohrainbri,25,19190000,19840000,20110000,20040000,19810000,19910000,19860000,19900000,20080000,19890000
340,d.arinaitwe,Sobianitedrucy,17,38890000,40320000,40680000,40430000,39990000,40710000,40600000,40390000,40590000,40210000
341,d.asaba,Greri Landmoslands,28,8490000,8770000,8810000,8790000,8800000,8880000,8800000,8830000,9010000,8490000
342,d.athieno,People's Land of Maneau,31,23810000,24690000,24910000,24680000,24770000,25270000,23810000,23810000,23810000,23810000
343,d.atyang,Dosqaly,20,6340000,6520000,6640000,6620000,6580000,6620000,6550000,6640000,6620000,6550000
344,d.ayesiga,Nganion,29,22470000,23360000,23260000,23300000,23510000,23290000,23370000,23850000,22470000,22470000
345,d.baah,Rarita,24,3610000,3740000,3730000,3780000,3770000,3730000,3750000,3740000,3740000,3780000
346,d.bergmann,People's Land of Maneau,27,580000,610000,600000,600000,600000,600000,610000,600000,600000,620000
347,d.biribawa,Lefghau,24,10680000,11040000,11040000,11190000,11150000,11030000,11080000,11050000,11080000,11180000
348,d.brunner,Greri Landmoslands,22,30270000,31600000,31440000,31590000,31300000,31710000,31620000,31250000,31400000,31330000
349,d.businge,Greri Landmoslands,23,36530000,37940000,38120000,37770000,38270000,38150000,37710000,37900000,37810000,37880000
350,d.byogero,Lefghau,33,20620000,21380000,21450000,21890000,20620000,20620000,20620000,20620000,20620000,20620000
351,d.caruso,Varijitri Isles,23,10830000,11340000,11300000,11200000,11350000,11310000,11180000,11240000,11210000,11230000
352,d.cauhan,Dosqaly,17,26690000,27670000,27920000,27750000,27450000,27940000,27860000,27720000,27850000,27590000
353,d.chen,Lefghau,27,24280000,25360000,25070000,25190000,25130000,25180000,25410000,25170000,25260000,25770000
354,d.chiba,Sobianitedrucy,20,17950000,18640000,18790000,18740000,18640000,18730000,18560000,18810000,18750000,18530000
355,d.daniel,People's Land of Maneau,27,13630000,14240000,14070000,14140000,14110000,14130000,14260000,14130000,14180000,14470000
356,d.dejong,Nganion,20,18260000,18970000,19110000,19060000,18970000,19060000,18880000,19130000,19070000,18850000
357,d.deli,Sobianitedrucy,33,26620000,27650000,27690000,28250000,26620000,26620000,26620000,26620000,26620000,26620000
358,d.domingos,Esia,24,14220000,14840000,14700000,14900000,14850000,14680000,14750000,14720000,14750000,14880000
359,d.dumitru,Czechnor,25,28060000,29010000,29400000,29310000,28970000,29110000,29040000,29100000,29360000,29090000
360,d.ebrahimi,Nganion,20,8730000,9080000,9140000,9110000,9070000,9110000,9030000,9150000,9120000,9010000
361,d.egger,Janmico,32,20930000,21640000,21700000,21770000,22210000,20930000,20930000,20930000,20930000,20930000
362,d.fischer,Nganion,35,30250000,31660000,30250000,30250000,30250000,30250000,30250000,30250000,30250000,30250000
363,d.ghasemi,Nganion,26,14430000,15060000,15070000,14900000,14970000,14930000,14960000,15100000,14960000,15010000
364,d.gunther,Puway,29,13690000,14200000,14170000,14200000,14320000,14190000,14240000,14530000,13690000,13690000
365,d.hara,Nganion,26,28070000,29150000,29320000,28980000,29120000,29050000,29110000,29370000,29100000,29200000
366,d.henriksen,Byasier Pujan,23,11010000,11440000,11490000,11380000,11540000,11500000,11370000,11420000,11390000,11420000
367,d.hi,Dosqaly,17,7930000,8220000,8300000,8240000,8150000,8300000,8280000,8240000,8280000,8200000
368,d.horn,Dosqaly,29,9080000,9430000,9400000,9420000,9500000,9410000,9450000,9640000,9080000,9080000
369,d.hsu,Esia,30,26200000,27120000,27170000,27410000,27160000,27250000,27810000,26200000,26200000,26200000
370,d.huda,Nganion,30,29820000,31000000,30920000,31200000,30910000,31020000,31650000,29820000,29820000,29820000
371,d.ikeda,People's Land of Maneau,28,17210000,17770000,17860000,17810000,17850000,18010000,17840000,17900000,18270000,17210000
372,d.isabirye,Esia,22,26060000,27200000,27070000,27200000,26940000,27300000,27220000,26900000,27040000,26970000
373,d.jafari,Imaar Vircoand,23,36250000,37650000,37830000,37480000,37980000,37860000,37420000,37610000,37520000,37590000
374,d.jansson,Biarizea,22,21790000,22750000,22630000,22740000,22530000,22830000,22760000,22500000,22610000,22550000
375,d.jena,Nganion,27,13840000,14310000,14290000,14360000,14320000,14350000,14480000,14350000,14400000,14690000
376,d.john,Pierrema,24,32840000,34270000,33950000,34410000,34300000,33900000,34070000,33990000,34060000,34360000
377,d.kakande,Dosqaly,27,22650000,23660000,23380000,23500000,23440000,23490000,23700000,23480000,23560000,24040000
378,d.kalnis,Nganion,31,14700000,15180000,15380000,15240000,15290000,15600000,14700000,14700000,14700000,14700000
379,d.kateregga,Manlisgamncent,20,14260000,14790000,14930000,14890000,14810000,14880000,14740000,14940000,14890000,14720000
380,d.kau,Southslands,16,25590000,26710000,26530000,26770000,26600000,26320000,26780000,26710000,26580000,26710000
381,d.kayira,Slandsganiamayotteque,21,26810000,28060000,27990000,27850000,27980000,27720000,28090000,28000000,27680000,27810000
382,d.kemigisa,Greri Landmoslands,31,18250000,18970000,19100000,18920000,18980000,19370000,18250000,18250000,18250000,18250000
383,d.kimuli,Rarita,28,7580000,7850000,7860000,7850000,7860000,7930000,7860000,7880000,8050000,7580000
384,d.kojima,Highhlaands,29,31520000,32700000,32620000,32690000,32980000,32680000,32790000,33450000,31520000,31520000
385,d.kos,Nkasland Cronestan,20,27220000,28170000,28490000,28410000,28270000,28410000,28140000,28520000,28430000,28100000
386,d.kugonza,Dosqaly,23,18090000,18790000,18880000,18700000,18950000,18890000,18680000,18770000,18720000,18760000
387,d.kyambadde,Iverde,18,11710000,12250000,12170000,12040000,12260000,12220000,12160000,12220000,12110000,12270000
388,d.law,Nganion,29,25600000,26470000,26500000,26550000,26790000,26540000,26630000,27170000,25600000,25600000
